CROP,YEAR,SEASON,STATE,AREA,PRODUCTION,ANNUAL_RAINFALL,FERTILIZER,PESTICIDE,YIELD,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
Mesta,2012,Kharif     ,Assam,4479,25096,2167.5,675433.2,1388.49,5.216923077,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Moong(Green Gram),2012,Rabi       ,Assam,10052,5953,2167.5,1515841.6,3116.12,0.565185185,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Niger seed,2012,Kharif     ,Assam,7669,4059,2167.5,1156485.2,2377.39,0.572608696,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Onion,2012,Whole Year ,Assam,7099,25893,2167.5,1070529.2,2200.69,3.265185185,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Peas & beans (Pulses),2012,Rabi       ,Assam,30952,19821,2167.5,4667561.6,9595.12,0.654814815,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Potato,2012,Whole Year ,Assam,95436,708632,2167.5,14391748.8,29585.16,7.105555556,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Rapeseed &Mustard,2012,Rabi       ,Assam,279496,170382,2167.5,42147996.8,86643.76,0.564814815,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Rice,2012,Autumn     ,Assam,238178,308745,2167.5,35917242.4,73835.18,1.291481481,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Rice,2012,Summer     ,Assam,389140,1155877,2167.5,58682312,120633.4,2.7724,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Rice,2012,Winter     ,Assam,1857410,3655430,2167.5,280097428,575797.1,1.968888889,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Sesamum,2012,Kharif     ,Assam,11413,8012,2167.5,1721080.4,3538.03,0.629259259,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Small millets,2012,Kharif     ,Assam,4429,2200,2167.5,667893.2,1372.99,0.537307692,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Sugarcane,2012,Whole Year ,Assam,28871,1028161,2167.5,4353746.8,8950.01,35.72222222,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Sweet potato,2012,Whole Year ,Assam,6277,25955,2167.5,946571.6,1945.87,4.54037037,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Tapioca,2012,Whole Year ,Assam,3866,31306,2167.5,582992.8,1198.46,8.665555556,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Tobacco,2012,Whole Year ,Assam,278,148,2167.5,41922.4,86.18,0.58952381,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Turmeric,2012,Whole Year ,Assam,16309,15583,2167.5,2459397.2,5055.79,0.928888889,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Urad,2012,Rabi       ,Assam,48527,26735,2167.5,7317871.6,15043.37,0.546666667,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Wheat,2012,Rabi       ,Assam,33984,44190,2167.5,5124787.2,10535.04,1.2508,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Arecanut,2012,Whole Year ,Meghalaya,16062,23331,2945.3,2422149.6,4979.22,1.262857143,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Arhar/Tur,2012,Kharif     ,Meghalaya,1136,1390,2945.3,171308.8,352.16,1.003333333,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Banana,2012,Kharif     ,Meghalaya,6992,84613,2945.3,1054393.6,2167.52,10.55571429,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Black pepper,2012,Whole Year ,Meghalaya,950,665,2945.3,143260,294.5,0.697142857,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Cashewnut,2012,Whole Year ,Meghalaya,9047,16764,2945.3,1364287.6,2804.57,1.53,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Castor seed,2012,Kharif     ,Meghalaya,60,45,2945.3,9048,18.6,0.926666667,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Cotton(lint),2012,Kharif     ,Meghalaya,7250,8359,2945.3,1093300,2247.5,1.126666667,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Dry chillies,2012,Whole Year ,Meghalaya,2033,1659,2945.3,306576.4,630.23,1.092857143,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Ginger,2012,Kharif     ,Meghalaya,9587,60149,2945.3,1445719.6,2971.97,7.545714286,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Gram,2012,Rabi       ,Meghalaya,1800,1755,2945.3,271440,558,0.976666667,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Jute,2012,Kharif     ,Meghalaya,6380,63800,2945.3,962104,1977.8,8.833333333,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Linseed,2012,Rabi       ,Meghalaya,88,46,2945.3,13270.4,27.28,0.52,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Maize,2012,Whole Year ,Meghalaya,18015,38732,2945.3,2716662,5584.65,2.2,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Mesta,2012,Kharif     ,Meghalaya,4435,25871,2945.3,668798,1374.85,6.01,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Peas & beans (Pulses),2012,Rabi       ,Meghalaya,2190,4064,2945.3,330252,678.9,1.868571429,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Potato,2012,Whole Year ,Meghalaya,18139,172955,2945.3,2735361.2,5623.09,7.585714286,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Rapeseed &Mustard,2012,Rabi       ,Meghalaya,9750,9116,2945.3,1470300,3022.5,0.862857143,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Rice,2012,Autumn     ,Meghalaya,33000,66000,2945.3,4976400,10230,2.232857143,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Rice,2012,Rabi       ,Meghalaya,13267,56786,2945.3,2000663.6,4112.77,2.13,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Rice,2012,Winter     ,Meghalaya,63484,142867,2945.3,9573387.2,19680.04,2.118571429,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Sesamum,2012,Kharif     ,Meghalaya,2200,1859,2945.3,331760,682,0.931666667,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Small millets,2012,Rabi       ,Meghalaya,2805,2430,2945.3,422994,869.55,1.041428571,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Soyabean,2012,Kharif     ,Meghalaya,1589,2912,2945.3,239621.2,492.59,1.94,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Sugarcane,2012,Whole Year ,Meghalaya,95,280,2945.3,14326,29.45,2.72,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Sweet potato,2012,Kharif     ,Meghalaya,4438,15063,2945.3,669250.4,1375.78,3.745714286,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Tapioca,2012,Kharif     ,Meghalaya,4983,29749,2945.3,751436.4,1544.73,6.795714286,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Tobacco,2012,Rabi       ,Meghalaya,775,717,2945.3,116870,240.25,1.0175,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Turmeric,2012,Whole Year ,Meghalaya,2208,12831,2945.3,332966.4,684.48,5.747142857,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Wheat,2012,Rabi       ,Meghalaya,406,742,2945.3,61224.8,125.86,1.356666667,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Arecanut,2013,Rabi       ,Assam,68038,56999,1797.7,9830810.62,18370.26,0.80037037,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Arhar/Tur,2013,Kharif     ,Assam,6130,5642,1797.7,885723.7,1655.1,0.921851852,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Banana,2013,Whole Year ,Assam,50806,857720,1797.7,7340958.94,13717.62,16.40037037,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Black pepper,2013,Whole Year ,Assam,3520,6083,1797.7,508604.8,950.4,1.721851852,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Castor seed,2013,Kharif     ,Assam,877,447,1797.7,126717.73,236.79,0.623913043,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Coconut ,2013,Whole Year ,Assam,21141,146808000,1797.7,3054663.09,5708.07,6475.464074,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Cotton(lint),2013,Kharif     ,Assam,1140,537,1797.7,164718.6,307.8,0.469166667,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Dry chillies,2013,Whole Year ,Assam,18915,16476,1797.7,2733028.35,5107.05,0.773333333,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Ginger,2013,Whole Year ,Assam,15683,122307,1797.7,2266036.67,4234.41,7.903333333,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Gram,2013,Rabi       ,Assam,2053,1432,1797.7,296637.97,554.31,0.6212,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Jute,2013,Kharif     ,Assam,69822,717261,1797.7,10088580.78,18851.94,9.991111111,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Linseed,2013,Rabi       ,Assam,5986,3854,1797.7,864917.14,1616.22,0.631304348,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Maize,2013,Kharif     ,Assam,24068,76998,1797.7,3477585.32,6498.36,3.53037037,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Masoor,2013,Rabi       ,Assam,29993,22364,1797.7,4333688.57,8098.11,0.6948,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Mesta,2013,Kharif     ,Assam,4444,29293,1797.7,642113.56,1199.88,5.858148148,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Moong(Green Gram),2013,Rabi       ,Assam,12184,7807,1797.7,1760466.16,3289.68,0.621851852,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Niger seed,2013,Kharif     ,Assam,7273,4493,1797.7,1050875.77,1963.71,0.587391304,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Onion,2013,Whole Year ,Assam,7436,28812,1797.7,1074427.64,2007.72,3.347037037,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Peas & beans (Pulses),2013,Rabi       ,Assam,31246,26509,1797.7,4514734.54,8436.42,0.819259259,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Potato,2013,Whole Year ,Assam,97956,700144,1797.7,14153662.44,26448.12,7.258148148,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Rapeseed &Mustard,2013,Rabi       ,Assam,279186,168977,1797.7,40339585.14,75380.22,0.576296296,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Rice,2013,Autumn     ,Assam,223332,294440,1797.7,32269240.68,60299.64,1.386296296,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Rice,2013,Summer     ,Assam,399132,1189858,1797.7,57670582.68,107765.64,2.655925926,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Rice,2013,Winter     ,Assam,1880737,3709081,1797.7,271747689.1,507798.99,1.982592593,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Sesamum,2013,Kharif     ,Assam,11703,8571,1797.7,1690966.47,3159.81,0.677777778,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Small millets,2013,Kharif     ,Assam,5444,3337,1797.7,786603.56,1469.88,0.6456,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Sugarcane,2013,Whole Year ,Assam,29083,1075171,1797.7,4202202.67,7852.41,36.24925926,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Sweet potato,2013,Whole Year ,Assam,6046,30513,1797.7,873586.54,1632.42,5.091481481,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Tapioca,2013,Whole Year ,Assam,3128,27642,1797.7,451964.72,844.56,8.4792,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Tobacco,2013,Whole Year ,Assam,259,139,1797.7,37422.91,69.93,0.6295,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Turmeric,2013,Whole Year ,Assam,16309,15782,1797.7,2356487.41,4403.43,0.950740741,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Urad,2013,Rabi       ,Assam,54001,31319,1797.7,7802604.49,14580.27,0.575925926,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Wheat,2013,Rabi       ,Assam,31294,40444,1797.7,4521670.06,8449.38,1.232,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Arecanut,2013,Whole Year ,Meghalaya,16678,25114,2448.4,2409804.22,4503.06,1.331818182,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Arhar/Tur,2013,Kharif     ,Meghalaya,1141,1425,2448.4,164863.09,308.07,1.08,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Banana,2013,Kharif     ,Meghalaya,7039,86432,2448.4,1017065.11,1900.53,10.12363636,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Black pepper,2013,Whole Year ,Meghalaya,967,681,2448.4,139721.83,261.09,0.681818182,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Cashewnut,2013,Whole Year ,Meghalaya,9402,17939,2448.4,1358494.98,2538.54,1.672,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Castor seed,2013,Kharif     ,Meghalaya,63,50,2448.4,9102.87,17.01,0.9,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Cotton(lint),2013,Kharif     ,Meghalaya,7275,8602,2448.4,1051164.75,1964.25,1.126,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Cowpea(Lobia),2013,Rabi       ,Meghalaya,1608,2296,2448.4,232339.92,434.16,1.472727273,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Dry chillies,2013,Whole Year ,Meghalaya,2193,1860,2448.4,316866.57,592.11,1.020909091,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Ginger,2013,Kharif     ,Meghalaya,9752,63251,2448.4,1409066.48,2633.04,9.559090909,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Gram,2013,Rabi       ,Meghalaya,1805,1823,2448.4,260804.45,487.35,1.014,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Jute,2013,Kharif     ,Meghalaya,6500,65542,2448.4,939185,1755,9.706,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Linseed,2013,Rabi       ,Meghalaya,89,48,2448.4,12859.61,24.03,0.54,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Maize,2013,Whole Year ,Meghalaya,18025,39655,2448.4,2604432.25,4866.75,2.16,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Masoor,2013,Rabi       ,Meghalaya,1227,1283,2448.4,177289.23,331.29,1.37,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Mesta,2013,Kharif     ,Meghalaya,4475,26228,2448.4,646592.75,1208.25,6.042,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Peas & beans (Pulses),2013,Rabi       ,Meghalaya,2207,4154,2448.4,318889.43,595.89,1.666363636,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Potato,2013,Whole Year ,Meghalaya,18449,181813,2448.4,2665696.01,4981.23,7.969090909,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Rapeseed &Mustard,2013,Rabi       ,Meghalaya,9760,9270,2448.4,1410222.4,2635.2,0.902727273,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Rice,2013,Autumn     ,Meghalaya,22569,48727,2448.4,3260994.81,6093.63,2.448571429,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Rice,2013,Rabi       ,Meghalaya,13444,58685,2448.4,1942523.56,3629.88,2.396363636,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Rice,2013,Winter     ,Meghalaya,46424,111289,2448.4,6707803.76,12534.48,2.238571429,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Sesamum,2013,Kharif     ,Meghalaya,2208,1998,2448.4,319033.92,596.16,0.978,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Small millets,2013,Rabi       ,Meghalaya,2854,2538,2448.4,412374.46,770.58,1.033,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Soyabean,2013,Kharif     ,Meghalaya,1649,3107,2448.4,238264.01,445.23,2.158181818,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Sugarcane,2013,Whole Year ,Meghalaya,105,315,2448.4,15171.45,28.35,2.675,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Sweet potato,2013,Kharif     ,Meghalaya,4480,15644,2448.4,647315.2,1209.6,3.626363636,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Tapioca,2013,Kharif     ,Meghalaya,5298,31947,2448.4,765508.02,1430.46,6.927272727,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Tobacco,2013,Rabi       ,Meghalaya,780,730,2448.4,112702.2,210.6,0.996666667,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Turmeric,2013,Whole Year ,Meghalaya,2465,15126,2448.4,356167.85,665.55,5.89,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Wheat,2013,Rabi       ,Meghalaya,422,789,2448.4,60974.78,113.94,1.506,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.5,10.7,503.5,1173,129.3
Arecanut,2014,Rabi       ,Assam,66739,73869,1899,10074919.44,22023.87,1.057777778,2,28.3,29.3,51.5,351.1,426.4,374.4,484.6,420.2,35,3,0.4,2206.2,30.3,431.9,1705.6,38.4
Arhar/Tur,2014,Kharif     ,Assam,6047,5738,1899,912855.12,1995.51,0.944074074,2,28.3,29.3,51.5,351.1,426.4,374.4,484.6,420.2,35,3,0.4,2206.2,30.3,431.9,1705.6,38.4
Banana,2014,Whole Year ,Assam,51279,865669,1899,7741077.84,16922.07,16.40037037,2,28.3,29.3,51.5,351.1,426.4,374.4,484.6,420.2,35,3,0.4,2206.2,30.3,431.9,1705.6,38.4
Black pepper,2014,Whole Year ,Assam,3528,5898,1899,532586.88,1164.24,1.728148148,2,28.3,29.3,51.5,351.1,426.4,374.4,484.6,420.2,35,3,0.4,2206.2,30.3,431.9,1705.6,38.4
Castor seed,2014,Kharif     ,Assam,941,556,1899,142053.36,310.53,0.64,2,28.3,29.3,51.5,351.1,426.4,374.4,484.6,420.2,35,3,0.4,2206.2,30.3,431.9,1705.6,38.4
Coconut ,2014,Whole Year ,Assam,20340,139518000,1899,3070526.4,6712.2,6784.791481,2,28.3,29.3,51.5,351.1,426.4,374.4,484.6,420.2,35,3,0.4,2206.2,30.3,431.9,1705.6,38.4
Cotton(lint),2014,Kharif     ,Assam,912,428,1899,137675.52,300.96,0.5344,2,28.3,29.3,51.5,351.1,426.4,374.4,484.6,420.2,35,3,0.4,2206.2,30.3,431.9,1705.6,38.4
Dry chillies,2014,Whole Year ,Assam,19605,17287,1899,2959570.8,6469.65,0.792222222,2,28.3,29.3,51.5,351.1,426.4,374.4,484.6,420.2,35,3,0.4,2206.2,30.3,431.9,1705.6,38.4
Ginger,2014,Whole Year ,Assam,16525,142093,1899,2494614,5453.25,8.160740741,2,28.3,29.3,51.5,351.1,426.4,374.4,484.6,420.2,35,3,0.4,2206.2,30.3,431.9,1705.6,38.4
Gram,2014,Rabi       ,Assam,2094,1956,1899,316110.24,691.02,0.7872,2,28.3,29.3,51.5,351.1,426.4,374.4,484.6,420.2,35,3,0.4,2206.2,30.3,431.9,1705.6,38.4
Jute,2014,Kharif     ,Assam,70403,767548,1899,10628036.88,23232.99,10.46592593,2,28.3,29.3,51.5,351.1,426.4,374.4,484.6,420.2,35,3,0.4,2206.2,30.3,431.9,1705.6,38.4
